features,n_features,roc_auc_leah_12k_detected
"('dna_sequence_entropy', 'aa_sequence_entropy', 'boltz_rosetta_A_BC_complex_normalized')",3,0.9073578595317726
"('dna_sequence_entropy', 'aa_sequence_entropy', 'boltz_rosetta_complex_normalized')",3,0.9073578595317726
"('dna_sequence_entropy', 'gravy_score', 'boltz_sap_score')",3,0.9073544176706826
"('dna_sequence_entropy', 'esm2_full_LL_target')",2,0.9073330214025702
"('dna_sequence_entropy', 'esm2_binder_LL_car', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9073241931734246
"('dna_sequence_entropy', 'esm2_full_LL_car_target', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9072977084859881
"('dna_sequence_entropy', 'esm2_binder_LL_target', 'seq_kl_vs_human')",3,0.907297708485988
"('dna_sequence_entropy', 'esm2_binder_LL_target', 'aa_sequence_entropy')",3,0.9072771092846487
"('dna_sequence_entropy', 'boltz_rosetta_A_B_complex_normalized', 'boltz_sap_score')",3,0.9072721141957962
"('dna_sequence_entropy', 'esm2_full_LL_target', 'aa_sequence_entropy')",3,0.907262395569406
"('dna_sequence_entropy', 'esm2_full_LL_alone', 'total_duplicated_residues')",3,0.9072594528263574
"('dna_sequence_entropy', 'esm2_full_LL_target', 'seq_kl_vs_human')",3,0.9072535673402604
"('aa_sequence_entropy', 'esm2_full_LL_alone', 'gravy_score')",3,0.9071770560209995
"('dna_sequence_entropy', 'boltz_rosetta_A_B_complex_normalized')",2,0.907117567719456
"('aa_sequence_entropy', 'esm2_pll', 'esmfold_plddt_binder_start_glycine_linker')",3,0.907079646017699
"('dna_sequence_entropy', 'esmfold_plddt_binder_end_glycine_linker', 'esmfold_end_C_B_pdockq2')",3,0.9070711172712531
"('dna_sequence_entropy', 'boltz_rosetta_A_B_complex_normalized', 'gravy_score')",3,0.9070004870555618
"('dna_sequence_entropy', 'esm2_binder_LL_target', 'boltz_rosetta_A_C_complex_normalized')",3,0.9069798514242959
"('dna_sequence_entropy', 'esm2_full_LL_target', 'boltz_rosetta_A_C_complex_normalized')",3,0.9069638180749293
"('dna_sequence_entropy', 'esm2_binder_LL_car', 'boltz_rosetta_A_BC_complex_normalized')",3,0.9069499959213639
"('dna_sequence_entropy', 'esm2_binder_LL_car', 'boltz_rosetta_complex_normalized')",3,0.9069499959213639
"('aa_sequence_entropy', 'gravy_score', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9069107377751096
"('dna_sequence_entropy', 'esm2_binder_LL_car_target', 'gravy_score')",3,0.9069033809174885
"('dna_sequence_entropy', 'esmfold_plddt_binder_end', 'gravy_score')",3,0.9068710107439548
"('esm2_binder_LL_target', 'aa_sequence_entropy', 'gravy_score')",3,0.9068562970287123
"('dna_sequence_entropy', 'esmfold_plddt_binder_end')",2,0.9067944994246937
"('dna_sequence_entropy', 'esm2_full_LL_car_target', 'boltz_rosetta_A_BC_complex_normalized')",3,0.9067705359327841
"('dna_sequence_entropy', 'esm2_full_LL_car_target', 'boltz_rosetta_complex_normalized')",3,0.9067705359327841
"('dna_sequence_entropy', 'esm2_binder_LL_car_target', 'esm2_binder_LL_car')",3,0.9067533010220146
"('esm2_full_LL_target', 'aa_sequence_entropy', 'gravy_score')",3,0.9067503582789662
"('dna_sequence_entropy', 'esm2_pll', 'boltz_rosetta_A_C_complex_normalized')",3,0.9066805622361178
"('dna_sequence_entropy', 'aa_sequence_entropy', 'esm2_binder_LL_car_target')",3,0.9066532477583654
"('dna_sequence_entropy', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_start')",3,0.9066440982135575
"('dna_sequence_entropy', 'boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_start')",3,0.9066440982135575
"('esm2_pll', 'seq_kl_vs_human', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9066362814123823
"('dna_sequence_entropy', 'esm2_full_LL_alone', 'longest_dup_substr_len')",3,0.9066091066126378
"('dna_sequence_entropy', 'esm2_full_LL_alone', 'boltz_rosetta_A_C_complex_normalized')",3,0.9065576398909734
"('dna_sequence_entropy', 'esm2_pll', 'boltz_rosetta_A_B_complex_normalized')",3,0.9064657199285244
"('dna_sequence_entropy', 'esm2_full_LL_alone', 'esmfold_end_C_B_pdockq2')",3,0.9064619694602126
"('dna_sequence_entropy', 'esm2_binder_LL_car_target')",2,0.9064325420297276
"('dna_sequence_entropy', 'esm2_full_LL_car', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9064119428283881
"('dna_sequence_entropy', 'esm2_binder_LL_car_target', 'seq_kl_vs_human')",3,0.906400171856194
"('dna_sequence_entropy', 'esm2_binder_LL_target', 'total_duplicated_residues')",3,0.9063560307104666
"('dna_sequence_entropy', 'esm2_full_LL_target', 'total_duplicated_residues')",3,0.9063324887660784
"('aa_sequence_entropy', 'esm2_binder_LL_car_target', 'gravy_score')",3,0.9062795193912054
"('aa_sequence_entropy', 'esm2_pll', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.906249076323739
"('dna_sequence_entropy', 'esmfold_plddt_binder_end', 'boltz_rosetta_A_B_complex_normalized')",3,0.906190288861414
"('dna_sequence_entropy', 'boltz_rosetta_complex_normalized', 'esm2_full_LL_car')",3,0.9061301900644424
"('dna_sequence_entropy', 'boltz_rosetta_A_BC_complex_normalized', 'esm2_full_LL_car')",3,0.9061301900644424
"('dna_sequence_entropy', 'boltz_rosetta_A_B_complex_normalized', 'esmfold_end_C_B_pdockq2')",3,0.9061013075568545
"('dna_sequence_entropy', 'boltz_rosetta_A_B_complex_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9061013075568545
"('dna_sequence_entropy', 'esm2_full_LL_car_target', 'esm2_full_LL_car')",3,0.906091183836101
"('dna_sequence_entropy', 'aa_sequence_entropy', 'esm2_binder_LL_car')",3,0.9060558709195189
"('dna_sequence_entropy', 'max_pident_cross_team_hamming', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9060037523452157
"('dna_sequence_entropy', 'max_pident_cross_team_hamming', 'boltz_rosetta_side1_normalized')",3,0.9060037523452157
"('dna_sequence_entropy', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_A_B_complex_normalized')",3,0.9060029597991832
"('dna_sequence_entropy', 'esm2_binder_LL_car_target', 'boltz_rosetta_A_C_complex_normalized')",3,0.9059697504141949
"('seq_kl_vs_human', 'esmfold_plddt_binder_start', 'gravy_score')",3,0.905835165190881
"('dna_sequence_entropy', 'esm2_binder_LL_target', 'esmfold_end_C_B_pdockq2')",3,0.9058175087325899
"('dna_sequence_entropy', 'esmfold_plddt_binder_start', 'boltz_rosetta_A_B_complex_normalized')",3,0.905806264283841
"('dna_sequence_entropy', 'aa_sequence_entropy', 'esm2_full_LL_car_target')",3,0.9057910240451534
"('dna_sequence_entropy', 'esm2_full_LL_target', 'esmfold_end_C_B_pdockq2')",3,0.9057615966146685
"('dna_sequence_entropy', 'esm2_full_LL_car_target', 'gravy_score')",3,0.9057380546702805
"('aa_sequence_entropy', 'seq_kl_vs_human', 'gravy_score')",3,0.9056953848960771
"('dna_sequence_entropy', 'esm2_binder_LL_target', 'longest_dup_substr_len')",3,0.9056703715801648
"('dna_sequence_entropy', 'esm2_full_LL_target', 'longest_dup_substr_len')",3,0.9056291731774857
"('dna_sequence_entropy', 'esm2_binder_LL_car', 'gravy_score')",3,0.9055762038026126
"('dna_sequence_entropy', 'esm2_full_LL_car_target')",2,0.9055232344277395
"('aa_sequence_entropy', 'esm2_full_LL_car_target', 'gravy_score')",3,0.9054732077959149
"('dna_sequence_entropy', 'esm2_binder_LL_car', 'boltz_rosetta_A_C_complex_normalized')",3,0.9054673721340389
"('dna_sequence_entropy', 'seq_kl_vs_human', 'esm2_full_LL_car_target')",3,0.9054467231084783
"('aa_sequence_entropy', 'esm2_binder_LL_car', 'gravy_score')",3,0.9054437803654298
"('dna_sequence_entropy', 'esm2_binder_LL_car', 'esm2_full_LL_car')",3,0.9054408376223813
"('dna_sequence_entropy', 'esmfold_plddt_binder_start', 'boltz_rosetta_side1_normalized')",3,0.9054041928379151
"('dna_sequence_entropy', 'esmfold_plddt_binder_start', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9054041928379151
"('dna_sequence_entropy', 'esmfold_plddt_binder_end', 'esmfold_end_C_B_pdockq2')",3,0.9053996392197021
"('dna_sequence_entropy', 'esmfold_plddt_binder_middle', 'boltz_rosetta_A_B_complex_normalized')",3,0.9053800906672662
"('dna_sequence_entropy', 'seq_kl_vs_human', 'esm2_binder_LL_car')",3,0.9053702117892171
"('dna_sequence_entropy', 'esm2_binder_LL_car_target', 'total_duplicated_residues')",3,0.9053554980739746
"('dna_sequence_entropy', 'aa_sequence_entropy', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9053069428136743
"('dna_sequence_entropy', 'esm2_binder_LL_car')",2,0.9053025286991017
"('dna_sequence_entropy', 'aa_sequence_entropy', 'esm2_full_LL_car')",3,0.905252502067277
"('dna_sequence_entropy', 'total_duplicated_residues', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9052392597235587
"('dna_sequence_entropy', 'esm2_full_LL_car_target', 'boltz_rosetta_A_C_complex_normalized')",3,0.905210838544172
"('dna_sequence_entropy', 'longest_dup_substr_len', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9051892330917342
"('dna_sequence_entropy', 'boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_middle')",3,0.905167631943878
"('dna_sequence_entropy', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_middle')",3,0.905167631943878
"('dna_sequence_entropy', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_B_complex_normalized')",3,0.9050147989959163
"('dna_sequence_entropy', 'esm2_full_LL_car', 'boltz_rosetta_A_C_complex_normalized')",3,0.9048581048581048
"('dna_sequence_entropy', 'esm2_binder_LL_car_target', 'longest_dup_substr_len')",3,0.9048228615821952
"('esm2_binder_LL_target', 'aa_sequence_entropy', 'esmfold_plddt_binder_start')",3,0.9047198655754976
"('dna_sequence_entropy', 'esm2_binder_LL_car_target', 'esmfold_end_C_B_pdockq2')",3,0.9047198655754974
"('dna_sequence_entropy', 'aa_sequence_entropy', 'longest_dup_substr_len')",3,0.9047183942039734
"('dna_sequence_entropy', 'seq_kl_vs_human', 'boltz_rosetta_A_BC_complex_normalized')",3,0.9047108247002202
"('dna_sequence_entropy', 'seq_kl_vs_human', 'boltz_rosetta_complex_normalized')",3,0.9047108247002202
"('dna_sequence_entropy', 'esm2_full_LL_car_target', 'total_duplicated_residues')",3,0.9047022091172066
"('dna_sequence_entropy', 'esm2_full_LL_car_target', 'esm2_binder_LL_car')",3,0.9047022091172066
"('esm2_full_LL_target', 'aa_sequence_entropy', 'esmfold_plddt_binder_start')",3,0.904640411513188
"('dna_sequence_entropy', 'aa_sequence_entropy', 'total_duplicated_residues')",3,0.9046183409403241
"('dna_sequence_entropy', 'esm2_full_LL_car')",2,0.9045285872773448
"('aa_sequence_entropy', 'esm2_full_LL_car', 'gravy_score')",3,0.9044491332150351
"('dna_sequence_entropy', 'gravy_score', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9044094061838803
"('dna_sequence_entropy', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9044008483563095
"('dna_sequence_entropy', 'boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9044008483563095
"('dna_sequence_entropy', 'boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9043641406313732
"('dna_sequence_entropy', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9043641406313732
"('dna_sequence_entropy', 'seq_kl_vs_human', 'esm2_full_LL_car')",3,0.9042872823473673
"('dna_sequence_entropy', 'esm2_full_LL_car', 'gravy_score')",3,0.9042755113751733
"('dna_sequence_entropy', 'esm2_full_LL_car_target', 'longest_dup_substr_len')",3,0.9042490266877367
"('dna_sequence_entropy', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_start_glycine_linker')",3,0.9042417815482504
"('dna_sequence_entropy', 'boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_start_glycine_linker')",3,0.9042417815482504
"('dna_sequence_entropy', 'esm2_binder_LL_car', 'total_duplicated_residues')",3,0.9042225420003002
"('dna_sequence_entropy', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_end')",3,0.9042173097316257
"('dna_sequence_entropy', 'boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_end')",3,0.9042173097316257
"('dna_sequence_entropy', 'esmfold_end_glycine_linker_C_B_pdockq2')",2,0.9041681012539028
"('dna_sequence_entropy', 'aa_sequence_entropy')",2,0.9041607443962816
"('dna_sequence_entropy', 'esm2_full_LL_alone', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9041479729178563
"('dna_sequence_entropy', 'esm2_full_LL_alone', 'boltz_rosetta_side1_normalized')",3,0.9041479729178563
"('dna_sequence_entropy', 'seq_kl_vs_human', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9040974754207387
"('aa_sequence_entropy', 'esmfold_plddt_binder_start', 'total_duplicated_residues')",3,0.9040518629034868
"('aa_sequence_entropy', 'total_duplicated_residues', 'gravy_score')",3,0.9039164967232556
"('dna_sequence_entropy', 'esm2_binder_LL_target', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9038787829349866
"('dna_sequence_entropy', 'esm2_binder_LL_target', 'boltz_rosetta_side1_normalized')",3,0.9038787829349866
"('aa_sequence_entropy', 'esm2_full_LL_alone', 'esmfold_plddt_binder_start')",3,0.9038576418622855
"('dna_sequence_entropy', 'esm2_full_LL_car_target', 'esmfold_end_C_B_pdockq2')",3,0.90384881363314
"('dna_sequence_entropy', 'esm2_full_LL_target', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9038298393017375
"('dna_sequence_entropy', 'esm2_full_LL_target', 'boltz_rosetta_side1_normalized')",3,0.9038298393017375
"('aa_sequence_entropy', 'gravy_score', 'boltz_sap_score')",3,0.9038058483935743
"('aa_sequence_entropy', 'longest_dup_substr_len', 'gravy_score')",3,0.9037517031125393
"('esm2_pll', 'seq_kl_vs_human', 'gravy_score')",3,0.9037248538374684
"('seq_kl_vs_human', 'esmfold_plddt_binder_middle_glycine_linker', 'gravy_score')",3,0.9036516498488901
"('dna_sequence_entropy', 'esm2_binder_LL_car', 'esmfold_end_C_B_pdockq2')",3,0.9036457643627933
"('aa_sequence_entropy', 'esm2_binder_LL_car_target', 'esmfold_plddt_binder_start')",3,0.9036281079045021
"('dna_sequence_entropy', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_end_C_B_pdockq2')",3,0.9036014356799085
"('dna_sequence_entropy', 'boltz_rosetta_complex_normalized', 'esmfold_end_C_B_pdockq2')",3,0.9036014356799085
"('dna_sequence_entropy', 'aa_sequence_entropy', 'boltz_rosetta_side1_normalized')",3,0.9035769638632841
"('dna_sequence_entropy', 'aa_sequence_entropy', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9035769638632841
"('dna_sequence_entropy', 'boltz_rosetta_complex_normalized', 'total_duplicated_residues')",3,0.9035157843217229
"('dna_sequence_entropy', 'boltz_rosetta_A_BC_complex_normalized', 'total_duplicated_residues')",3,0.9035157843217229
"('seq_kl_vs_human', 'esmfold_plddt_binder_middle', 'gravy_score')",3,0.9034544860646403
"('dna_sequence_entropy', 'esm2_binder_LL_car', 'longest_dup_substr_len')",3,0.9034074021758641
"('seq_kl_vs_human', 'boltz_rosetta_A_BC_complex_normalized', 'gravy_score')",3,0.9033811893302881
"('seq_kl_vs_human', 'boltz_rosetta_complex_normalized', 'gravy_score')",3,0.9033811893302881
"('dna_sequence_entropy', 'esm2_full_LL_car', 'total_duplicated_residues')",3,0.9033132343983121
"('dna_sequence_entropy', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9033077738804143
"('dna_sequence_entropy', 'boltz_rosetta_complex_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9033077738804143
"('aa_sequence_entropy', 'gravy_score')",2,0.9032867497108755
"('dna_sequence_entropy', 'total_duplicated_residues', 'longest_dup_substr_len')",3,0.9031881678187507
"('dna_sequence_entropy', 'total_duplicated_residues')",2,0.9031528549021686
"('dna_sequence_entropy', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9031119993474181
"('dna_sequence_entropy', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_side1_normalized')",3,0.9031119993474181
"('dna_sequence_entropy', 'longest_dup_substr_len')",2,0.9031101851279653
"('dna_sequence_entropy', 'seq_kl_vs_human', 'longest_dup_substr_len')",3,0.9030116032358402
"('esm2_binder_LL_target', 'aa_sequence_entropy', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.903010131864316
"('dna_sequence_entropy', 'esm2_full_LL_car', 'esmfold_end_C_B_pdockq2')",3,0.9029983608921219
"('dna_sequence_entropy', 'esmfold_plddt_binder_middle', 'boltz_rosetta_side1_normalized')",3,0.9029529325393588
"('dna_sequence_entropy', 'esmfold_plddt_binder_middle', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9029529325393588
"('aa_sequence_entropy', 'esm2_pll', 'esmfold_plddt_binder_end')",3,0.9029445321321109
"('aa_sequence_entropy', 'esm2_full_LL_car_target', 'esmfold_plddt_binder_start')",3,0.9029424487742004
"('aa_sequence_entropy', 'esmfold_plddt_binder_start', 'longest_dup_substr_len')",3,0.9029277350589578
"('dna_sequence_entropy', 'seq_kl_vs_human', 'total_duplicated_residues')",3,0.9029233209443851
"('esm2_full_LL_target', 'aa_sequence_entropy', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9029189068298122
"('dna_sequence_entropy', 'aa_sequence_entropy', 'boltz_rosetta_A_C_complex_normalized')",3,0.9029180695847363
"('dna_sequence_entropy', 'total_duplicated_residues', 'boltz_rosetta_A_C_complex_normalized')",3,0.902832558388114
"('dna_sequence_entropy', 'boltz_rosetta_side1_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9027979443674036
"('dna_sequence_entropy', 'boltz_rosetta_A_BC_side1_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9027979443674036
"('dna_sequence_entropy', 'esm2_full_LL_car', 'longest_dup_substr_len')",3,0.9027776551634841
"('dna_sequence_entropy', 'total_duplicated_residues', 'gravy_score')",3,0.9027055579587957
"('esm2_binder_LL_target', 'aa_sequence_entropy', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9026776018998349
"('dna_sequence_entropy', 'seq_kl_vs_human', 'gravy_score')",3,0.9026555313269712
"('esm2_full_LL_target', 'aa_sequence_entropy', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9026481744693499
"('dna_sequence_entropy', 'longest_dup_substr_len', 'gravy_score')",3,0.9026319893825829
"('esm2_pll', 'seq_kl_vs_human', 'esmfold_plddt_binder_end')",3,0.9025395924592547
"('aa_sequence_entropy', 'gravy_score', 'esmfold_end_C_B_pdockq2')",3,0.9025392929765552
"('dna_sequence_entropy', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9025002039318053
"('dna_sequence_entropy', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_side1_normalized')",3,0.9025002039318053
"('dna_sequence_entropy', 'aa_sequence_entropy', 'esmfold_end_C_B_pdockq2')",3,0.9023921558241299
"('esm2_pll', 'seq_kl_vs_human', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9023799812013407
"('dna_sequence_entropy', 'esm2_binder_LL_car_target', 'boltz_rosetta_side1_normalized')",3,0.9023533730320582
"('dna_sequence_entropy', 'esm2_binder_LL_car_target', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9023533730320582
"('aa_sequence_entropy', 'total_duplicated_residues', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.902224419470365
"('dna_sequence_entropy', 'boltz_rosetta_A_BC_complex_normalized', 'longest_dup_substr_len')",3,0.9022187780406232
"('dna_sequence_entropy', 'boltz_rosetta_complex_normalized', 'longest_dup_substr_len')",3,0.9022187780406232
"('aa_sequence_entropy', 'esm2_binder_LL_car_target', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9021861638107346
"('dna_sequence_entropy', 'seq_kl_vs_human')",2,0.9021802783246375
"('aa_sequence_entropy', 'esm2_pll', 'esmfold_plddt_binder_end_glycine_linker')",3,0.902122829730257
"('dna_sequence_entropy', 'esmfold_plddt_binder_middle', 'boltz_rosetta_A_C_complex_normalized')",3,0.9020950243172465
"('aa_sequence_entropy', 'boltz_rosetta_A_B_complex_normalized', 'gravy_score')",3,0.9020784159454498
"('dna_sequence_entropy', 'esm2_binder_LL_car', 'boltz_rosetta_side1_normalized')",3,0.9020433966881476
"('dna_sequence_entropy', 'esm2_binder_LL_car', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9020433966881476
"('dna_sequence_entropy', 'longest_dup_substr_len', 'esmfold_end_C_B_pdockq2')",3,0.9019772290542907
"('dna_sequence_entropy', 'total_duplicated_residues', 'esmfold_end_C_B_pdockq2')",3,0.9019772290542907
"('dna_sequence_entropy', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_end_C_B_pdockq2')",3,0.901870557426113
