features,n_features,roc_auc_4class_micro,roc_auc_binary_detected,roc_auc_4class_Down,roc_auc_4class_Not Recovered,roc_auc_4class_Not Sig,roc_auc_4class_Up
"('boltz_sap_score', 'boltz_rosetta_side1_normalized', 'boltz_rosetta_A_B_side1_normalized')",3,0.8998218803402855,0.8101466786557268,0.7393013100436682,0.819236821400472,0.7848967136150234,0.6452791461412151
"('boltz_rosetta_A_BC_complex_normalized', 'boltz_rosetta_A_C_complex_normalized', 'boltz_sap_score')",3,0.8998109590535447,0.8230025118914008,0.8242353440951572,0.826123670568115,0.7927216037543795,0.6078067776180984
"('boltz_rosetta_complex_normalized', 'boltz_rosetta_A_C_complex_normalized', 'boltz_sap_score')",3,0.8998109590535447,0.8230025118914008,0.8242353440951572,0.826123670568115,0.7927216037543795,0.6078067776180984
"('max_pident_cross_team_hamming', 'esmfold_end_glycine_linker_C_B_pdockq2')",2,0.899797950780427,0.8486576677584243,0.8397229381443299,0.8332774212154117,0.8078236862366555,0.6050241938556498
"('esmfold_plddt_binder_middle', 'boltz_rosetta_A_B_side1_normalized')",2,0.8997938912187241,0.7878685699299389,0.7296943231441048,0.8040912667191188,0.7822347417840376,0.5844211822660098
"('boltz_rosetta_A_BC_complex_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",2,0.8997781381385036,0.8319785463740925,0.8278117567108393,0.8322130679500775,0.795145401464616,0.6279385494819578
"('boltz_rosetta_complex_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",2,0.8997781381385036,0.8319785463740925,0.8278117567108393,0.8322130679500775,0.795145401464616,0.6279385494819578
"('boltz_rosetta_A_BC_complex_normalized', 'boltz_rosetta_complex_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8997757717922739,0.8319826250101966,0.8284913353720693,0.8322130679500775,0.7951657886581964,0.6279028224365846
"('boltz_rosetta_A_BC_complex_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.8997585312697443,0.8319479566033119,0.8297655453618757,0.832237539766702,0.7953982026650139,0.625902107895677
"('boltz_rosetta_complex_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.8997585312697443,0.8319479566033119,0.8297655453618757,0.832237539766702,0.7953982026650139,0.625902107895677
"('esm2_full_LL_car_target', 'boltz_rosetta_A_C_side1_normalized')",2,0.8997311388087361,0.8424937202714979,0.812553101104503,0.8362086473197585,0.7966270585336062,0.6671457048815539
"('boltz_sap_score', 'boltz_rosetta_A_B_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8997130337564354,0.8121651493012625,0.7500000000000001,0.8212552920460081,0.7823990610328638,0.6506978653530378
"('boltz_rosetta_A_B_complex_normalized', 'esmfold_plddt_binder_end')",2,0.8996687176472967,0.7978204263609456,0.7215065502183406,0.8096362069611479,0.7906338028169015,0.5580459770114943
"('esmfold_plddt_binder_middle', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_B_side1_normalized')",3,0.8996605541535079,0.7884867558353001,0.7150655021834061,0.80382432280544,0.7823521126760563,0.5814449917898193
"('esm2_pll', 'esmfold_end_glycine_linker_C_B_pdockq2', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.8996430488980318,0.8688569032803112,0.7741812157512424,0.8379808632358413,0.7851550606759168,0.662334004024145
"('esmfold_plddt_binder_middle', 'boltz_rosetta_A_B_side1_normalized', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.8996383960989385,0.7878685699299389,0.7267467248908297,0.8038102731257728,0.7819201877934272,0.5833949096880132
"('boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_end', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8996335807317477,0.8096574207685319,0.804269328802039,0.8230666452888675,0.797644941123528,0.5969588799777479
"('esmfold_plddt_binder_middle_glycine_linker', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_side1_normalized')",3,0.8996250017325034,0.809209560323028,0.8048759768943256,0.8108940370340157,0.776984489423124,0.6627009646302252
"('esmfold_plddt_binder_middle_glycine_linker', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8996250017325034,0.809209560323028,0.8048759768943256,0.8108940370340157,0.776984489423124,0.6627009646302252
"('esm2_full_LL_target', 'esm2_full_LL_car_target', 'esm2_full_LL_car')",3,0.8996076319065403,0.8537044720866107,0.8006872852233677,0.8402767355562814,0.7890106985670126,0.6778724647252314
"('esmfold_plddt_binder_end', 'boltz_rosetta_side1_normalized', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8995824075003711,0.8110286320254506,0.7823649337410805,0.8087609103515784,0.7758305742664688,0.6786888174347981
"('esmfold_plddt_binder_end', 'boltz_rosetta_side1_normalized')",2,0.8995817314014484,0.8110123174810344,0.7822799864084267,0.8087609103515784,0.775838729143901,0.6787781350482316
"('esmfold_plddt_binder_end', 'boltz_rosetta_A_BC_side1_normalized')",2,0.8995817314014484,0.8110123174810344,0.7822799864084267,0.8087609103515784,0.775838729143901,0.6787781350482316
"('max_pident_cross_team_hamming', 'boltz_rosetta_A_B_complex_normalized', 'boltz_rosetta_A_C_side1_normalized')",3,0.8995796875000001,0.7935747905163606,0.7781991852788313,0.812339009394644,0.770561870000189,0.7037962988124677
"('boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_C_side1_normalized')",3,0.8995546473785481,0.8113676447009781,0.8002336448598131,0.8250547806103362,0.7993110542049265,0.5639516016874507
"('boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_C_side1_normalized')",3,0.8995546473785481,0.8113676447009781,0.8002336448598131,0.8250547806103362,0.7993110542049265,0.5639516016874507
"('boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_end')",3,0.899534692317346,0.804997060552616,0.7951359388275276,0.8195125861792528,0.794462718710825,0.5862036994112466
"('esmfold_plddt_binder_start', 'esmfold_plddt_binder_middle', 'boltz_rosetta_A_B_side1_normalized')",3,0.899529938252888,0.7875782098834813,0.7174672489082969,0.8019557154096887,0.7802112676056338,0.5780993431855501
"('esmfold_plddt_binder_start', 'boltz_rosetta_A_C_side1_normalized', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.8994672885550627,0.8029928918817808,0.7976847918436702,0.8179466623911068,0.7915858610750983,0.606578276389597
"('esmfold_plddt_binder_start', 'boltz_rosetta_A_C_side1_normalized')",2,0.8994615237596046,0.8022286355619689,0.7847281223449448,0.8178077066965955,0.7920358723253795,0.6080849288396458
"('boltz_rosetta_complex_normalized', 'boltz_rosetta_A_B_complex_normalized', 'esmfold_plddt_binder_end')",3,0.8994603541867837,0.8008738900753063,0.7189956331877729,0.8105775354988571,0.7877230046948357,0.5666461412151067
"('boltz_rosetta_A_BC_complex_normalized', 'boltz_rosetta_A_B_complex_normalized', 'esmfold_plddt_binder_end')",3,0.8994603541867837,0.8008738900753063,0.7189956331877729,0.8105775354988571,0.7877230046948357,0.5666461412151067
"('esm2_binder_LL_target', 'esm2_full_LL_car')",2,0.8994563343866704,0.8543871884738641,0.7951567869415808,0.8411654439569299,0.7885136920973099,0.6752181257064479
"('boltz_rosetta_A_B_complex_normalized', 'esmfold_plddt_binder_end', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8994471371016021,0.7977642276422765,0.7197598253275109,0.8102450264133978,0.7918169014084507,0.5459154351395731
"('esmfold_plddt_binder_start', 'esmfold_plddt_binder_end', 'boltz_rosetta_A_C_side1_normalized')",3,0.8994273784326585,0.804045748490193,0.7901444350042481,0.8171182726738282,0.7906751240209576,0.6137870288813685
"('boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8994247177578316,0.8033723478167922,0.7955607476635513,0.8200790978568757,0.7947091534431219,0.5895878726067405
"('boltz_rosetta_A_B_complex_normalized', 'esmfold_plddt_binder_end', 'boltz_rosetta_A_B_side1_normalized')",3,0.8994008773034659,0.7995953692255817,0.712117903930131,0.8076552021280581,0.7865868544600938,0.5691502463054188
"('boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_start')",2,0.8993200645479712,0.804141948586393,0.7902506372132541,0.8202447758003314,0.7954002421489109,0.5679847943998888
"('boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_end', 'boltz_rosetta_A_C_side1_normalized')",3,0.8992872495584388,0.8063278285500507,0.7952421410365336,0.8198332531665864,0.7953466693810203,0.5894256177275045
"('boltz_rosetta_side1_normalized', 'esmfold_plddt_binder_end_glycine_linker', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8992710639464504,0.8199853169100253,0.8073394495412844,0.8144342931723632,0.7802219757637043,0.6260986066452304
"('boltz_rosetta_A_BC_side1_normalized', 'esmfold_plddt_binder_end_glycine_linker', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8992710639464504,0.8199853169100253,0.8073394495412844,0.8144342931723632,0.7802219757637043,0.6260986066452304
"('esmfold_plddt_binder_start', 'esmfold_plddt_binder_end_glycine_linker', 'boltz_rosetta_A_C_side1_normalized')",3,0.8992686248346502,0.8021805355138689,0.7916312659303314,0.8178077066965955,0.792593029111442,0.6043762458856798
"('esmfold_plddt_binder_start', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_A_C_side1_normalized')",3,0.8992655207140186,0.8023782801560579,0.7921622769753611,0.817684784351451,0.7923733807630905,0.6195586667284781
"('seq_kl_vs_human', 'boltz_rosetta_A_C_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8992500001108614,0.8146170701726259,0.8035259133389975,0.8271284271284272,0.7948377280860593,0.6008066385424876
"('esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_C_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8992477828818389,0.8055902944791833,0.7929056924384028,0.8241408796964351,0.797296718132239,0.6019887812340643
"('boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_start', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.8992473394360345,0.8044786489230934,0.7940739167374682,0.8203890759446316,0.7951484501398249,0.5665245004867646
"('boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_start_glycine_linker', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8992402443031626,0.8092031425364759,0.8000212404418012,0.8261397039174816,0.8000771447857625,0.5631171480228084
"('esmfold_plddt_binder_start', 'boltz_rosetta_side1_normalized', 'boltz_rosetta_A_B_side1_normalized')",3,0.8992286664583031,0.7904958600277248,0.6962882096069869,0.8035948447042075,0.7837793427230048,0.5601600985221674
"('esmfold_plddt_binder_start', 'boltz_rosetta_A_BC_side1_normalized', 'boltz_rosetta_A_B_side1_normalized')",3,0.8992286664583031,0.7904958600277248,0.6962882096069869,0.8035948447042075,0.7837793427230048,0.5601600985221674
"('boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_end', 'boltz_rosetta_side1_normalized')",3,0.8992202892419605,0.8111004222115333,0.798322005097706,0.8173320506653838,0.7923465943791452,0.5943164433730471
"('boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_end', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8992202892419605,0.8111004222115333,0.798322005097706,0.8173320506653838,0.7923465943791452,0.5943164433730471
"('boltz_rosetta_A_B_complex_normalized', 'esmfold_plddt_binder_end', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.8992142831597231,0.7980592709152897,0.718122270742358,0.8095706417893671,0.7893708920187794,0.5408456486042693
"('boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_C_side1_normalized')",3,0.8991950128311045,0.8055261610817167,0.7974723874256584,0.8244989578322912,0.7999164264820906,0.5590144175049836
"('esm2_full_LL_target', 'esm2_full_LL_car')",2,0.8991841424877909,0.8532248049697044,0.7948346219931272,0.8397794119810841,0.7881775663345629,0.6762468408285601
"('esmfold_plddt_binder_start', 'esmfold_plddt_binder_end', 'boltz_rosetta_A_B_side1_normalized')",3,0.8991307045328383,0.7923363680641414,0.7013100436681222,0.7984479787194185,0.7786525821596244,0.6054392446633826
"('seq_kl_vs_human', 'esm2_full_LL_car')",2,0.8990864694053433,0.8555378010058297,0.8257624570446735,0.840665177638684,0.7855144160604912,0.6995008826629752
"('esm2_binder_LL_car_target', 'esm2_full_LL_alone', 'esm2_binder_LL_car')",3,0.8990656420568802,0.8522389860484552,0.8348367697594502,0.8389583866705511,0.7856666781581457,0.6869149976504656
"('esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_BC_side1_normalized')",2,0.8990516698460218,0.8082306876580472,0.7988447162759089,0.811644506077168,0.7781710240895079,0.6559485530546623
"('esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_side1_normalized')",2,0.8990516698460218,0.8082306876580472,0.7988447162759089,0.811644506077168,0.7781710240895079,0.6559485530546623
"('esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_side1_normalized', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8990151605041939,0.8082306876580472,0.7985898742779477,0.8116485847132718,0.7781954887218046,0.6542336548767417
"('boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_end_glycine_linker', 'boltz_rosetta_A_C_side1_normalized')",3,0.8989870367487971,0.8060285393618727,0.7950297366185217,0.8225322003099781,0.7965413421049813,0.5659218395067451
"('boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_end_glycine_linker', 'boltz_rosetta_A_C_side1_normalized')",3,0.8989870367487971,0.8060285393618727,0.7950297366185217,0.8225322003099781,0.7965413421049813,0.5659218395067451
"('boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_side1_normalized')",3,0.8989768374952939,0.8124365346587569,0.800658453695837,0.8219656886323552,0.7967234895158093,0.5601965601965603
"('boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8989768374952939,0.8124365346587569,0.800658453695837,0.8219656886323552,0.7967234895158093,0.5601965601965603
"('boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8989719595914446,0.8042915931804822,0.7951359388275276,0.8206028539361871,0.795582389559739,0.5666403968290761
"('boltz_rosetta_A_B_complex_normalized', 'boltz_rosetta_side1_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8989631585412692,0.7978719418530591,0.702292576419214,0.8101935109212843,0.7923333333333333,0.527545155993432
"('boltz_rosetta_A_B_complex_normalized', 'boltz_rosetta_A_BC_side1_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8989631585412692,0.7978719418530591,0.702292576419214,0.8101935109212843,0.7923333333333333,0.527545155993432
"('boltz_rosetta_A_BC_complex_normalized', 'boltz_rosetta_A_B_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8989402230111008,0.8096502566408152,0.7327510917030567,0.816839009403919,0.7962769953051644,0.5366174055829229
"('boltz_rosetta_complex_normalized', 'boltz_rosetta_A_B_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8989402230111008,0.8096502566408152,0.7327510917030567,0.816839009403919,0.7962769953051644,0.5366174055829229
"('esmfold_plddt_binder_start', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_C_side1_normalized')",3,0.8989169723116872,0.8021110576666133,0.7881265930331351,0.8172572283683396,0.7923680234863013,0.6041908117379815
"('aa_sequence_entropy', 'seq_kl_vs_human', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.898912668773341,0.8451307902147909,0.8245274914089347,0.8226467619526866,0.7775077280196734,0.69026784693735
"('boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_middle_glycine_linker', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8988908090092225,0.8072951739618407,0.8009770603228548,0.8222275666720112,0.79763422656995,0.5890315701636456
"('boltz_rosetta_A_B_complex_normalized', 'boltz_rosetta_side1_normalized', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.898862475451208,0.8004898654977333,0.6921397379912664,0.8122447641527107,0.7977276995305165,0.5097495894909688
"('boltz_rosetta_A_B_complex_normalized', 'boltz_rosetta_A_BC_side1_normalized', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.898862475451208,0.8004898654977333,0.6921397379912664,0.8122447641527107,0.7977276995305165,0.5097495894909688
"('boltz_rosetta_A_B_complex_normalized', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_side1_normalized')",3,0.8988340975918471,0.7973989359709266,0.7216157205240175,0.8088494248997788,0.7902910798122067,0.5270935960591132
"('boltz_rosetta_A_B_complex_normalized', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8988340975918471,0.7973989359709266,0.7216157205240175,0.8088494248997788,0.7902910798122067,0.5270935960591132
"('gravy_score', 'boltz_rosetta_A_C_side1_normalized')",2,0.8988251790301574,0.8118272673828228,0.6916949872557349,0.8261878039655818,0.8025950648766219,0.6647814194984005
"('boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_end_glycine_linker', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8988118756560226,0.8052322163433275,0.7944987255734919,0.8227673561006894,0.7972592171947155,0.5678457187891149
"('boltz_rosetta_A_B_complex_normalized', 'esmfold_plddt_binder_end', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8987765643975263,0.7972022404555842,0.7253275109170306,0.8102871754523997,0.7905774647887323,0.5319786535303778
"('boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_A_C_side1_normalized')",3,0.8987218561577106,0.8085724974613864,0.8024638912489379,0.8208273208273209,0.7958663252295594,0.5873163042974365
"('boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_A_C_side1_normalized')",3,0.8987218561577106,0.8085724974613864,0.8024638912489379,0.8208273208273209,0.7958663252295594,0.5873163042974365
"('boltz_rosetta_complex_normalized', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_start')",3,0.8987098831209892,0.809550531772754,0.7957731520815633,0.8176901288012399,0.7920251577718014,0.5679616151314265
"('boltz_rosetta_A_BC_complex_normalized', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_start')",3,0.8987098831209892,0.809550531772754,0.7957731520815633,0.8176901288012399,0.7920251577718014,0.5679616151314265
"('boltz_rosetta_A_B_complex_normalized', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_side1_normalized')",3,0.8986778249964625,0.7952680678880522,0.6970524017467249,0.8099827657262748,0.7924600938967137,0.5151067323481117
"('boltz_rosetta_A_B_complex_normalized', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8986778249964625,0.7952680678880522,0.6970524017467249,0.8099827657262748,0.7924600938967137,0.5151067323481117
"('esm2_binder_LL_target', 'esm2_binder_LL_car_target', 'esm2_full_LL_alone')",3,0.8986526860097673,0.8487518355359764,0.8366623711340206,0.837233939244127,0.782069845209777,0.7004406964782383
"('max_pident_cross_team_hamming', 'boltz_rosetta_A_C_side1_normalized')",2,0.8986509048289917,0.8028779862113196,0.8254035683942226,0.8208754208754209,0.7897483151364497,0.5996013165824488
"('boltz_rosetta_A_C_complex_normalized', 'boltz_rosetta_A_BC_side1_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8986478007083603,0.8079952968841857,0.7956669498725574,0.8195072417294641,0.7941680684874264,0.5648555931574799
"('boltz_rosetta_A_C_complex_normalized', 'boltz_rosetta_side1_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8986478007083603,0.8079952968841857,0.7956669498725574,0.8195072417294641,0.7941680684874264,0.5648555931574799
"('gravy_score', 'esmfold_end_glycine_linker_C_B_pdockq2')",2,0.898629464713205,0.8154958963448189,0.6742643900343642,0.8239062559774468,0.7957016122545133,0.6311167274158931
"('boltz_rosetta_A_B_complex_normalized', 'boltz_rosetta_A_B_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8985973562719735,0.8055992656700759,0.7246724890829694,0.8154527743434116,0.7965070422535211,0.5272988505747126
"('boltz_sap_score', 'boltz_rosetta_side1_normalized', 'boltz_rosetta_A_C_side1_normalized')",3,0.8985648763429201,0.8291432846988402,0.8315632965165676,0.8235048901715569,0.7901072526813171,0.6262806545825413
"('boltz_sap_score', 'boltz_rosetta_A_BC_side1_normalized', 'boltz_rosetta_A_C_side1_normalized')",3,0.8985648763429201,0.8291432846988402,0.8315632965165676,0.8235048901715569,0.7901072526813171,0.6262806545825413
"('esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_side1_normalized', 'boltz_rosetta_A_C_side1_normalized')",3,0.8985617722222888,0.812832023943135,0.7965165675446049,0.8204906204906206,0.7938144882193484,0.5884520884520884
"('esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_BC_side1_normalized', 'boltz_rosetta_A_C_side1_normalized')",3,0.8985617722222888,0.812832023943135,0.7965165675446049,0.8204906204906206,0.7938144882193484,0.5884520884520884
"('boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_end_glycine_linker', 'boltz_rosetta_A_C_side1_normalized')",3,0.898541373715282,0.8011490567046123,0.7905692438402719,0.8214900326011437,0.7966806313014967,0.5616800333781466
"('max_pident_cross_team_hamming', 'boltz_rosetta_A_B_side1_normalized', 'boltz_rosetta_A_C_side1_normalized')",3,0.8985260416666667,0.7961757092987547,0.7640117994100295,0.8073001209583917,0.7694460729617794,0.7072203048995896
"('esm2_full_LL_target', 'esm2_binder_LL_car_target', 'esm2_full_LL_alone')",3,0.8985018672795174,0.8485134733490476,0.8388101374570447,0.8371191722652354,0.782196251479528,0.6959067298289285
"('esm2_binder_LL_target', 'esm2_full_LL_alone', 'esm2_full_LL_car_target')",3,0.8984295700469214,0.8503350312960722,0.8370919243986255,0.8363128606699449,0.7806793762425162,0.6932904913702231
"('boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_A_C_side1_normalized')",3,0.8984105572029568,0.8025599914488805,0.7999150382327953,0.8198011864678533,0.7962359773280047,0.5805711371749108
"('boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_end_glycine_linker', 'boltz_rosetta_A_B_side1_normalized')",3,0.8983691671836881,0.7990099659061107,0.7056768558951965,0.8092147165711289,0.7891361502347418,0.5358169129720853
"('boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_end_glycine_linker', 'boltz_rosetta_A_B_side1_normalized')",3,0.8983691671836881,0.7990099659061107,0.7056768558951965,0.8092147165711289,0.7891361502347418,0.5358169129720853
"('esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_A_B_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8983271835013459,0.7977782773219437,0.7194323144104804,0.805519650818628,0.7847417840375588,0.5870484400656815
"('esm2_binder_LL_target', 'esm2_full_LL_target', 'esm2_full_LL_alone')",3,0.8983158575122091,0.8489136864036444,0.839293384879725,0.8363864292461575,0.7799324301030786,0.6971005473780464
"('esm2_full_LL_car_target', 'esm2_full_LL_car', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8983115484056304,0.8498053375473413,0.8086877147766323,0.8379607967771079,0.7893410785902254,0.6710778648446133
"('esm2_full_LL_target', 'esm2_full_LL_alone', 'esm2_full_LL_car_target')",3,0.8983034089820932,0.8499730739011062,0.8395081615120275,0.8359979871637548,0.7810700865308373,0.6910171579522218
"('esm2_full_LL_car', 'boltz_rosetta_A_C_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8982819579196539,0.8356955801400245,0.7959855564995753,0.8325583881139436,0.7919608704503327,0.6605164341013398
"('esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_A_BC_side1_normalized')",2,0.8982812551235622,0.8069989395546128,0.8068297655453619,0.8067664572966801,0.7745788005806273,0.6401214719542693
"('esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_side1_normalized')",2,0.8982812551235622,0.8069989395546128,0.8068297655453619,0.8067664572966801,0.7745788005806273,0.6401214719542693
"('esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_side1_normalized', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8982765224311031,0.8070111754629251,0.8068297655453619,0.8067542213883678,0.774570645703195,0.6398892461593426
"('esmfold_plddt_binder_end', 'boltz_rosetta_A_C_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8982655504248875,0.8037785260007482,0.794392523364486,0.8172198172198173,0.7925608854507077,0.6245190301794075
"('esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_side1_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8982640146010323,0.8090953585121134,0.8013081889228677,0.80987029937189,0.7761893888734852,0.645944980350125
"('esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_BC_side1_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8982640146010323,0.8090953585121134,0.8013081889228677,0.80987029937189,0.7761893888734852,0.645944980350125
"('esmfold_plddt_binder_start', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_A_B_side1_normalized')",3,0.8982354413806721,0.7862809561275337,0.7089519650655023,0.7976658798846052,0.776507042253521,0.5807471264367816
"('boltz_rosetta_A_BC_complex_normalized', 'boltz_rosetta_A_C_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8982079024703035,0.8085511196622308,0.794498725573492,0.8227513227513227,0.796182404560114,0.5692364748968523
"('boltz_rosetta_complex_normalized', 'boltz_rosetta_A_C_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8982079024703035,0.8085511196622308,0.794498725573492,0.8227513227513227,0.796182404560114,0.5692364748968523
"('boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8982070155786945,0.8092298647854204,0.8023576890399321,0.8181016514349848,0.7938894900943951,0.5838625932965555
"('boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_side1_normalized')",3,0.8982070155786945,0.8092298647854204,0.8023576890399321,0.8181016514349848,0.7938894900943951,0.5838625932965555
"('boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_end', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.8981985901084092,0.8041793597349154,0.8015080713678844,0.8156164822831489,0.7911733507623405,0.5779055213017479
"('esm2_binder_LL_car', 'esm2_full_LL_car_target', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8981968782916786,0.8454883334951844,0.8068084192439862,0.8359538460180274,0.785419611358178,0.6783169712594774
"('boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8981968163251911,0.8020362353695688,0.7941801189464741,0.8181016514349848,0.7938519891568718,0.5661768114598303
